invoice_id,vendor_name,amount,tax_amount,tax_rate,description,date,is_fake
2GNKK393,Microsft Corp,1000.0,180.0,0.18,Emergency maintenance work,2025-05-13 01:58:36.481350,1
INV-8345,Amazon Web Services,4616.09,830.9,0.18,Professional consulting services,2025-05-20 01:58:36.481350,0
INV-9401,IBM Corporation,3644.12,655.94,0.18,Hardware procurement and installation,2025-07-09 01:58:36.481350,0
INV-8659,Gogle LLC,15979.96,2876.39,0.18,General business expenses,2025-07-08 01:58:36.481350,1
INV-4751,Microsoft Corp,1789.24,322.06,0.18,Professional consulting services,2025-03-16 01:58:36.481350,0
INV-4145,Amazon Web Servces,16361.92,3798.78,0.22934510718752943,Miscellaneous services and products,2024-09-13 01:58:36.481350,1
INV-9117,IBM Corporaton,2865.74,515.83,0.18,Miscellaneous services and products,2024-11-03 01:58:36.481350,1
INV-2473,Oracl Corporation,25140.08,4525.21,0.18,General business expenses,2025-01-16 01:58:36.481350,1
INV-5502,Salesforce Inc,5639.4,1015.09,0.18,Hardware procurement and installation,2025-03-12 01:58:36.481350,0
INV-8581,Microsoft Corp,9913.6,1784.45,0.18,Hardware procurement and installation,2025-05-02 01:58:36.481350,0
INV-1650,Amazon Web Services,9589.36,1726.08,0.18,Software licensing and support services,2024-08-22 01:58:36.481350,0
INV-2750,Salesforec Inc,2424.91,167.09,0.07078448742082098,Emergency maintenance work,2025-01-02 01:58:36.481350,1
INV-2400,Google LLC,116.47,20.96,0.18,Software licensing and support services,2024-11-04 01:58:36.481350,0
INV-6218,Oracle Corporation,2328.89,419.2,0.18,Professional consulting services,2025-06-05 01:58:36.481350,0
INV-6553,Amazon Web Services,8831.34,1589.64,0.18,Software licensing and support services,2024-10-10 01:58:36.481350,0
INV-5294,Google LLC,2940.96,529.37,0.18,Software licensing and support services,2024-12-04 01:58:36.481350,0
SDO7CQIR,Salesforec Inc,1000.0,161.91,0.2009571957446123,Emergency maintenance work,2025-01-26 01:58:36.497189,1
INV-8457,Amazon Web Servces,20975.99,3775.68,0.18,Emergency maintenance work,2024-11-20 01:58:36.481350,1
INV-2483,Aple Inc,10000.0,1800.0,0.18,Various professional services,2025-03-06 01:58:36.481350,1
INV-1887,Apple Inc,8167.33,1470.12,0.18,Cloud computing services for Q1 2024,2024-08-12 01:58:36.481350,0
INV-2879,IBM Corporaton,42043.88,6323.79,0.14962280110235116,Various professional services,2025-03-14 01:58:36.481350,1
INV-8140,Microsoft Corp,6397.1,1151.48,0.18,Hardware procurement and installation,2024-12-23 01:58:36.481350,0
